plan;supply_date_start;supply_date_end;amount
monthly;2019-04-18;2019-05-18 00:00:00;12
yearly;2019-04-18;2020-04-18 00:00:00;119
yearly;2019-04-18;2020-04-18 00:00:00;119
yearly;2019-04-18;2020-04-18 00:00:00;119
yearly;2019-04-18;2020-04-18 00:00:00;119
monthly;2019-04-19;2019-05-19 00:00:00;12
monthly;2019-04-19;2019-05-19 00:00:00;12
monthly;2019-04-19;2019-05-19 00:00:00;12
yearly;2019-04-19;2020-04-19 00:00:00;119
monthly;2019-04-19;2019-05-19 00:00:00;12
monthly;2019-04-19;2019-05-19 00:00:00;12
monthly;2019-04-20;2019-05-20 00:00:00;12
monthly;2019-04-20;2019-05-20 00:00:00;12
monthly;2019-04-20;2019-05-20 00:00:00;12
monthly;2019-04-20;2019-05-20 00:00:00;12
monthly;2019-04-20;2019-05-20 00:00:00;12
yearly;2019-04-20;2020-04-20 00:00:00;119
monthly;2019-04-20;2019-05-20 00:00:00;12
yearly;2019-04-21;2020-04-21 00:00:00;119
yearly;2019-04-21;2020-04-21 00:00:00;119
monthly;2019-04-21;2019-05-21 00:00:00;12
yearly;2019-04-21;2020-04-21 00:00:00;119
yearly;2019-04-21;2020-04-21 00:00:00;119
monthly;2019-04-21;2019-05-21 00:00:00;12
yearly;2019-04-22;2020-04-22 00:00:00;119
monthly;2019-04-22;2019-05-22 00:00:00;12
monthly;2019-04-22;2019-05-22 00:00:00;12
yearly;2019-04-22;2020-04-22 00:00:00;119
monthly;2019-04-22;2019-05-22 00:00:00;12
monthly;2019-04-22;2019-05-22 00:00:00;12
monthly;2019-04-22;2019-05-22 00:00:00;12
yearly;2019-04-22;2020-04-22 00:00:00;119
yearly;2019-04-22;2020-04-22 00:00:00;119
yearly;2019-04-22;2020-04-22 00:00:00;119
yearly;2019-04-22;2020-04-22 00:00:00;119
yearly;2019-04-22;2020-04-22 00:00:00;119
yearly;2019-04-22;2020-04-22 00:00:00;119
yearly;2019-04-23;2020-04-23 00:00:00;119
yearly;2019-04-23;2020-04-23 00:00:00;119
yearly;2019-04-23;2020-04-23 00:00:00;119
yearly;2019-04-23;2020-04-23 00:00:00;119
yearly;2019-04-23;2020-04-23 00:00:00;119
yearly;2019-04-24;2020-04-24 00:00:00;119
yearly;2019-04-24;2020-04-24 00:00:00;119
yearly;2019-04-24;2020-04-24 00:00:00;119
yearly;2019-04-24;2020-04-24 00:00:00;119
monthly;2019-04-24;2019-05-24 00:00:00;12
monthly;2019-04-24;2019-05-24 00:00:00;12
yearly;2019-04-24;2020-04-24 00:00:00;119
yearly;2019-04-24;2020-04-24 00:00:00;119
monthly;2019-04-25;2019-05-25 00:00:00;12
monthly;2019-04-25;2019-05-25 00:00:00;12
yearly;2019-04-25;2020-04-25 00:00:00;119
monthly;2019-04-25;2019-05-25 00:00:00;12
monthly;2019-04-25;2019-05-25 00:00:00;12
monthly;2019-04-25;2019-05-25 00:00:00;12
yearly;2019-04-26;2020-04-26 00:00:00;119
monthly;2019-04-26;2019-05-26 00:00:00;12
yearly;2019-04-26;2020-04-26 00:00:00;119
yearly;2019-04-26;2020-04-26 00:00:00;119
yearly;2019-04-27;2020-04-27 00:00:00;119
yearly;2019-04-27;2020-04-27 00:00:00;119
monthly;2019-04-27;2019-05-27 00:00:00;12
monthly;2019-04-27;2019-05-27 00:00:00;12
yearly;2019-04-27;2020-04-27 00:00:00;119
yearly;2019-04-27;2020-04-27 00:00:00;119
monthly;2019-04-28;2019-05-28 00:00:00;12
yearly;2019-04-28;2020-04-28 00:00:00;119
monthly;2019-04-28;2019-05-28 00:00:00;12
yearly;2019-04-28;2020-04-28 00:00:00;119
monthly;2019-04-28;2019-05-28 00:00:00;12
yearly;2019-04-28;2020-04-28 00:00:00;119
yearly;2019-04-29;2020-04-29 00:00:00;119
monthly;2019-04-29;2019-05-29 00:00:00;12
yearly;2019-04-29;2020-04-29 00:00:00;119
monthly;2019-04-29;2019-05-29 00:00:00;12
yearly;2019-04-30;2020-04-30 00:00:00;119
monthly;2019-04-30;2019-05-30 00:00:00;12
yearly;2019-04-30;2020-04-30 00:00:00;119
yearly;2019-04-30;2020-04-30 00:00:00;119
monthly;2019-05-01;2019-06-01 00:00:00;12
monthly;2019-05-01;2019-06-01 00:00:00;12
yearly;2019-05-01;2020-05-01 00:00:00;119
monthly;2019-05-01;2019-06-01 00:00:00;12
monthly;2019-05-01;2019-06-01 00:00:00;12
monthly;2019-05-01;2019-06-01 00:00:00;12
yearly;2019-05-01;2020-05-01 00:00:00;119
monthly;2019-05-02;2019-06-02 00:00:00;12
monthly;2019-05-02;2019-06-02 00:00:00;12
monthly;2019-05-02;2019-06-02 00:00:00;12
monthly;2019-05-02;2019-06-02 00:00:00;12
monthly;2019-05-02;2019-06-02 00:00:00;12
monthly;2019-05-02;2019-06-02 00:00:00;12
yearly;2019-05-02;2020-05-02 00:00:00;119
monthly;2019-05-03;2019-06-03 00:00:00;12
yearly;2019-05-03;2020-05-03 00:00:00;119
monthly;2019-05-03;2019-06-03 00:00:00;12
yearly;2019-05-03;2020-05-03 00:00:00;119
monthly;2019-05-03;2019-06-03 00:00:00;12
monthly;2019-05-03;2019-06-03 00:00:00;12
yearly;2019-05-03;2020-05-03 00:00:00;119
monthly;2019-05-04;2019-06-04 00:00:00;12
yearly;2019-05-04;2020-05-04 00:00:00;119
yearly;2019-05-04;2020-05-04 00:00:00;119
yearly;2019-05-04;2020-05-04 00:00:00;119
monthly;2019-05-04;2019-06-04 00:00:00;12
monthly;2019-05-04;2019-06-04 00:00:00;12
monthly;2019-05-04;2019-06-04 00:00:00;12
monthly;2019-05-04;2019-06-04 00:00:00;12
yearly;2019-05-04;2020-05-04 00:00:00;119
monthly;2019-05-04;2019-06-04 00:00:00;12
monthly;2019-05-05;2019-06-05 00:00:00;12
yearly;2019-05-05;2020-05-05 00:00:00;119
yearly;2019-05-05;2020-05-05 00:00:00;119
yearly;2019-05-05;2020-05-05 00:00:00;119
yearly;2019-05-05;2020-05-05 00:00:00;119
monthly;2019-05-05;2019-06-05 00:00:00;12
monthly;2019-05-05;2019-06-05 00:00:00;12
monthly;2019-05-05;2019-06-05 00:00:00;12
monthly;2019-05-05;2019-06-05 00:00:00;12
monthly;2019-05-05;2019-06-05 00:00:00;12
monthly;2019-05-06;2019-06-06 00:00:00;12
yearly;2019-05-06;2020-05-06 00:00:00;119
monthly;2019-05-06;2019-06-06 00:00:00;12
monthly;2019-05-06;2019-06-06 00:00:00;12
yearly;2019-05-06;2020-05-06 00:00:00;119
monthly;2019-05-06;2019-06-06 00:00:00;12
yearly;2019-05-07;2020-05-07 00:00:00;119
monthly;2019-05-07;2019-06-07 00:00:00;12
monthly;2019-05-07;2019-06-07 00:00:00;12
monthly;2019-05-07;2019-06-07 00:00:00;12
monthly;2019-05-07;2019-06-07 00:00:00;12
monthly;2019-05-07;2019-06-07 00:00:00;12
monthly;2019-05-07;2019-06-07 00:00:00;12
monthly;2019-05-08;2019-06-08 00:00:00;12
yearly;2019-05-08;2020-05-08 00:00:00;119
monthly;2019-05-08;2019-06-08 00:00:00;12
monthly;2019-05-08;2019-06-08 00:00:00;12
yearly;2019-05-08;2020-05-08 00:00:00;119
monthly;2019-05-08;2019-06-08 00:00:00;12
monthly;2019-05-08;2019-06-08 00:00:00;12
monthly;2019-05-08;2019-06-08 00:00:00;12
monthly;2019-05-08;2019-06-08 00:00:00;12
monthly;2019-05-08;2019-06-08 00:00:00;12
yearly;2019-05-08;2020-05-08 00:00:00;119
yearly;2019-05-08;2020-05-08 00:00:00;119
yearly;2019-05-08;2020-05-08 00:00:00;119
monthly;2019-05-08;2019-06-08 00:00:00;12
yearly;2019-05-09;2020-05-09 00:00:00;119
monthly;2019-05-09;2019-06-09 00:00:00;12
yearly;2019-05-09;2020-05-09 00:00:00;119
yearly;2019-05-09;2020-05-09 00:00:00;119
monthly;2019-05-09;2019-06-09 00:00:00;12
monthly;2019-05-09;2019-06-09 00:00:00;12
yearly;2019-05-09;2020-05-09 00:00:00;119
monthly;2019-05-09;2019-06-09 00:00:00;12
monthly;2019-05-09;2019-06-09 00:00:00;12
monthly;2019-05-09;2019-06-09 00:00:00;12
yearly;2019-05-10;2020-05-10 00:00:00;119
monthly;2019-05-10;2019-06-10 00:00:00;12
yearly;2019-05-10;2020-05-10 00:00:00;119
monthly;2019-05-10;2019-06-10 00:00:00;12
monthly;2019-05-10;2019-06-10 00:00:00;12
monthly;2019-05-10;2019-06-10 00:00:00;12
monthly;2019-05-10;2019-06-10 00:00:00;12
monthly;2019-05-11;2019-06-11 00:00:00;12
yearly;2019-05-11;2020-05-11 00:00:00;119
yearly;2019-05-11;2020-05-11 00:00:00;119
monthly;2019-05-11;2019-06-11 00:00:00;12
monthly;2019-05-11;2019-06-11 00:00:00;12
yearly;2019-05-11;2020-05-11 00:00:00;119
monthly;2019-05-11;2019-06-11 00:00:00;12
yearly;2019-05-11;2020-05-11 00:00:00;119
monthly;2019-05-11;2019-06-11 00:00:00;12
monthly;2019-05-12;2019-06-12 00:00:00;12
monthly;2019-05-12;2019-06-12 00:00:00;12
yearly;2019-05-12;2020-05-12 00:00:00;119
yearly;2019-05-12;2020-05-12 00:00:00;119
yearly;2019-05-12;2020-05-12 00:00:00;119
monthly;2019-05-12;2019-06-12 00:00:00;12
monthly;2019-05-13;2019-06-13 00:00:00;12
monthly;2019-05-13;2019-06-13 00:00:00;12
monthly;2019-05-13;2019-06-13 00:00:00;12
yearly;2019-05-13;2020-05-13 00:00:00;119
yearly;2019-05-13;2020-05-13 00:00:00;119
monthly;2019-05-13;2019-06-13 00:00:00;12
yearly;2019-05-13;2020-05-13 00:00:00;119
yearly;2019-05-13;2020-05-13 00:00:00;119
monthly;2019-05-13;2019-06-13 00:00:00;12
monthly;2019-05-13;2019-06-13 00:00:00;12
monthly;2019-05-13;2019-06-13 00:00:00;12
monthly;2019-05-14;2019-06-14 00:00:00;12
yearly;2019-05-14;2020-05-14 00:00:00;119
monthly;2019-05-14;2019-06-14 00:00:00;12
monthly;2019-05-14;2019-06-14 00:00:00;12
monthly;2019-05-14;2019-06-14 00:00:00;12
yearly;2019-05-14;2020-05-14 00:00:00;119
monthly;2019-05-14;2019-06-14 00:00:00;12
yearly;2019-05-14;2020-05-14 00:00:00;119
monthly;2019-05-14;2019-06-14 00:00:00;12
monthly;2019-05-15;2019-06-15 00:00:00;12
monthly;2019-05-15;2019-06-15 00:00:00;12
monthly;2019-05-15;2019-06-15 00:00:00;12
yearly;2019-05-15;2020-05-15 00:00:00;119
yearly;2019-05-15;2020-05-15 00:00:00;119
yearly;2019-05-15;2020-05-15 00:00:00;119
monthly;2019-05-15;2019-06-15 00:00:00;12
yearly;2019-05-15;2020-05-15 00:00:00;119
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-16;2019-06-16 00:00:00;12
yearly;2019-05-16;2020-05-16 00:00:00;119
yearly;2019-05-16;2020-05-16 00:00:00;119
monthly;2019-05-16;2019-06-16 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
yearly;2019-05-17;2020-05-17 00:00:00;119
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-17;2019-06-17 00:00:00;12
monthly;2019-05-18;2019-06-18 00:00:00;12
yearly;2019-05-18;2020-05-18 00:00:00;119
yearly;2019-05-18;2020-05-18 00:00:00;119
monthly;2019-05-18;2019-06-18 00:00:00;12
monthly;2019-05-18;2019-06-18 00:00:00;12
monthly;2019-05-18;2019-06-18 00:00:00;12
yearly;2019-05-18;2020-05-18 00:00:00;119
monthly;2019-05-18;2019-06-18 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
monthly;2019-05-19;2019-06-19 00:00:00;12
yearly;2019-05-19;2020-05-19 00:00:00;119
yearly;2019-05-19;2020-05-19 00:00:00;119
monthly;2019-05-20;2019-06-20 00:00:00;12
monthly;2019-05-20;2019-06-20 00:00:00;12
yearly;2019-05-20;2020-05-20 00:00:00;119
monthly;2019-05-20;2019-06-20 00:00:00;12
monthly;2019-05-20;2019-06-20 00:00:00;12
monthly;2019-05-20;2019-06-20 00:00:00;12
monthly;2019-05-20;2019-06-20 00:00:00;12
monthly;2019-05-21;2019-06-21 00:00:00;12
yearly;2019-05-21;2020-05-21 00:00:00;119
yearly;2019-05-21;2020-05-21 00:00:00;119
monthly;2019-05-21;2019-06-21 00:00:00;12
yearly;2019-05-21;2020-05-21 00:00:00;119
yearly;2019-05-21;2020-05-21 00:00:00;119
monthly;2019-05-21;2019-06-21 00:00:00;12
monthly;2019-05-21;2019-06-21 00:00:00;12
yearly;2019-05-22;2020-05-22 00:00:00;119
monthly;2019-05-22;2019-06-22 00:00:00;12
monthly;2019-05-22;2019-06-22 00:00:00;12
yearly;2019-05-22;2020-05-22 00:00:00;119
monthly;2019-05-22;2019-06-22 00:00:00;12
yearly;2019-05-22;2020-05-22 00:00:00;119
monthly;2019-05-22;2019-06-22 00:00:00;12
monthly;2019-05-22;2019-06-22 00:00:00;12
yearly;2019-05-22;2020-05-22 00:00:00;119
yearly;2019-05-23;2020-05-23 00:00:00;119
yearly;2019-05-23;2020-05-23 00:00:00;119
yearly;2019-05-23;2020-05-23 00:00:00;119
yearly;2019-05-23;2020-05-23 00:00:00;119
monthly;2019-05-23;2019-06-23 00:00:00;12
yearly;2019-05-23;2020-05-23 00:00:00;119
monthly;2019-05-23;2019-06-23 00:00:00;12
monthly;2019-05-23;2019-06-23 00:00:00;12
monthly;2019-05-23;2019-06-23 00:00:00;12
monthly;2019-05-23;2019-06-23 00:00:00;12
yearly;2019-05-23;2020-05-23 00:00:00;119
monthly;2019-05-23;2019-06-23 00:00:00;12
monthly;2019-05-24;2019-06-24 00:00:00;12
monthly;2019-05-24;2019-06-24 00:00:00;12
yearly;2019-05-24;2020-05-24 00:00:00;119
yearly;2019-05-24;2020-05-24 00:00:00;119
monthly;2019-05-24;2019-06-24 00:00:00;12
monthly;2019-05-24;2019-06-24 00:00:00;12
monthly;2019-05-24;2019-06-24 00:00:00;12
monthly;2019-05-24;2019-06-24 00:00:00;12
yearly;2019-05-25;2020-05-25 00:00:00;119
yearly;2019-05-25;2020-05-25 00:00:00;119
yearly;2019-05-25;2020-05-25 00:00:00;119
monthly;2019-05-25;2019-06-25 00:00:00;12
monthly;2019-05-25;2019-06-25 00:00:00;12
yearly;2019-05-25;2020-05-25 00:00:00;119
monthly;2019-05-25;2019-06-25 00:00:00;12
yearly;2019-05-25;2020-05-25 00:00:00;119
monthly;2019-05-25;2019-06-25 00:00:00;12
yearly;2019-05-25;2020-05-25 00:00:00;119
monthly;2019-05-25;2019-06-25 00:00:00;12
monthly;2019-05-25;2019-06-25 00:00:00;12
monthly;2019-05-25;2019-06-25 00:00:00;12
monthly;2019-05-26;2019-06-26 00:00:00;12
monthly;2019-05-26;2019-06-26 00:00:00;12
yearly;2019-05-26;2020-05-26 00:00:00;119
monthly;2019-05-26;2019-06-26 00:00:00;12
monthly;2019-05-26;2019-06-26 00:00:00;12
monthly;2019-05-26;2019-06-26 00:00:00;12
monthly;2019-05-26;2019-06-26 00:00:00;12
yearly;2019-05-26;2020-05-26 00:00:00;119
monthly;2019-05-26;2019-06-26 00:00:00;12
monthly;2019-05-27;2019-06-27 00:00:00;12
monthly;2019-05-27;2019-06-27 00:00:00;12
monthly;2019-05-27;2019-06-27 00:00:00;12
yearly;2019-05-27;2020-05-27 00:00:00;119
yearly;2019-05-27;2020-05-27 00:00:00;119
monthly;2019-05-27;2019-06-27 00:00:00;12
yearly;2019-05-27;2020-05-27 00:00:00;119
yearly;2019-05-27;2020-05-27 00:00:00;119
monthly;2019-05-27;2019-06-27 00:00:00;12
monthly;2019-05-27;2019-06-27 00:00:00;12
monthly;2019-05-27;2019-06-27 00:00:00;12
yearly;2019-05-27;2020-05-27 00:00:00;119
monthly;2019-05-27;2019-06-27 00:00:00;12
yearly;2019-05-28;2020-05-28 00:00:00;119
yearly;2019-05-28;2020-05-28 00:00:00;119
monthly;2019-05-28;2019-06-28 00:00:00;12
monthly;2019-05-28;2019-06-28 00:00:00;12
monthly;2019-05-28;2019-06-28 00:00:00;12
monthly;2019-05-28;2019-06-28 00:00:00;12
monthly;2019-05-28;2019-06-28 00:00:00;12
yearly;2019-05-28;2020-05-28 00:00:00;119
monthly;2019-05-28;2019-06-28 00:00:00;12
monthly;2019-05-28;2019-06-28 00:00:00;12
monthly;2019-05-29;2019-06-29 00:00:00;12
yearly;2019-05-29;2020-05-29 00:00:00;119
yearly;2019-05-29;2020-05-29 00:00:00;119
monthly;2019-05-29;2019-06-29 00:00:00;12
monthly;2019-05-29;2019-06-29 00:00:00;12
monthly;2019-05-29;2019-06-29 00:00:00;12
yearly;2019-05-29;2020-05-29 00:00:00;119
monthly;2019-05-29;2019-06-29 00:00:00;12
yearly;2019-05-29;2020-05-29 00:00:00;119
monthly;2019-05-29;2019-06-29 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
yearly;2019-05-30;2020-05-30 00:00:00;119
yearly;2019-05-30;2020-05-30 00:00:00;119
yearly;2019-05-30;2020-05-30 00:00:00;119
monthly;2019-05-30;2019-06-30 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
monthly;2019-05-30;2019-06-30 00:00:00;12
yearly;2019-05-30;2020-05-30 00:00:00;119
yearly;2019-05-30;2020-05-30 00:00:00;119
yearly;2019-05-30;2020-05-30 00:00:00;119
monthly;2019-05-30;2019-06-30 00:00:00;12
yearly;2019-05-30;2020-05-30 00:00:00;119
monthly;2019-05-31;2019-06-30 00:00:00;12
monthly;2019-05-31;2019-06-30 00:00:00;12
monthly;2019-05-31;2019-06-30 00:00:00;12
monthly;2019-05-31;2019-06-30 00:00:00;12
yearly;2019-05-31;2020-05-31 00:00:00;119
monthly;2019-05-31;2019-06-30 00:00:00;12
monthly;2019-05-31;2019-06-30 00:00:00;12
yearly;2019-05-31;2020-05-31 00:00:00;119
monthly;2019-05-31;2019-06-30 00:00:00;12
yearly;2019-05-31;2020-05-31 00:00:00;119
yearly;2019-05-31;2020-05-31 00:00:00;119
yearly;2019-05-31;2020-05-31 00:00:00;119
monthly;2019-05-31;2019-06-30 00:00:00;12
yearly;2019-05-31;2020-05-31 00:00:00;119
yearly;2019-05-31;2020-05-31 00:00:00;119
monthly;2019-06-01;2019-07-01 00:00:00;12
monthly;2019-06-01;2019-07-01 00:00:00;12
monthly;2019-06-01;2019-07-01 00:00:00;12
yearly;2019-06-01;2020-06-01 00:00:00;119
yearly;2019-06-01;2020-06-01 00:00:00;119
monthly;2019-06-01;2019-07-01 00:00:00;12
yearly;2019-06-01;2020-06-01 00:00:00;119
monthly;2019-06-01;2019-07-01 00:00:00;12
monthly;2019-06-01;2019-07-01 00:00:00;12
monthly;2019-06-01;2019-07-01 00:00:00;12
monthly;2019-06-01;2019-07-01 00:00:00;12
yearly;2019-06-01;2020-06-01 00:00:00;119
monthly;2019-06-01;2019-07-01 00:00:00;12
yearly;2019-06-01;2020-06-01 00:00:00;119
yearly;2019-06-02;2020-06-02 00:00:00;119
monthly;2019-06-02;2019-07-02 00:00:00;12
yearly;2019-06-02;2020-06-02 00:00:00;119
monthly;2019-06-02;2019-07-02 00:00:00;12
monthly;2019-06-02;2019-07-02 00:00:00;12
yearly;2019-06-02;2020-06-02 00:00:00;119
monthly;2019-06-02;2019-07-02 00:00:00;12
yearly;2019-06-02;2020-06-02 00:00:00;119
monthly;2019-06-02;2019-07-02 00:00:00;12
monthly;2019-06-02;2019-07-02 00:00:00;12
monthly;2019-06-02;2019-07-02 00:00:00;12
yearly;2019-06-03;2020-06-03 00:00:00;119
monthly;2019-06-03;2019-07-03 00:00:00;12
monthly;2019-06-03;2019-07-03 00:00:00;12
monthly;2019-06-03;2019-07-03 00:00:00;12
monthly;2019-06-03;2019-07-03 00:00:00;12
monthly;2019-06-03;2019-07-03 00:00:00;12
yearly;2019-06-03;2020-06-03 00:00:00;119
monthly;2019-06-03;2019-07-03 00:00:00;12
monthly;2019-06-03;2019-07-03 00:00:00;12
monthly;2019-06-03;2019-07-03 00:00:00;12
yearly;2019-06-03;2020-06-03 00:00:00;119
monthly;2019-06-03;2019-07-03 00:00:00;12
yearly;2019-06-04;2020-06-04 00:00:00;119
yearly;2019-06-04;2020-06-04 00:00:00;119
monthly;2019-06-04;2019-07-04 00:00:00;12
yearly;2019-06-04;2020-06-04 00:00:00;119
monthly;2019-06-04;2019-07-04 00:00:00;12
monthly;2019-06-04;2019-07-04 00:00:00;12
monthly;2019-06-04;2019-07-04 00:00:00;12
monthly;2019-06-04;2019-07-04 00:00:00;12
monthly;2019-06-04;2019-07-04 00:00:00;12
yearly;2019-06-04;2020-06-04 00:00:00;119
monthly;2019-06-04;2019-07-04 00:00:00;12
yearly;2019-06-05;2020-06-05 00:00:00;119
monthly;2019-06-05;2019-07-05 00:00:00;12
yearly;2019-06-05;2020-06-05 00:00:00;119
monthly;2019-06-05;2019-07-05 00:00:00;12
yearly;2019-06-05;2020-06-05 00:00:00;119
monthly;2019-06-05;2019-07-05 00:00:00;12
monthly;2019-06-05;2019-07-05 00:00:00;12
monthly;2019-06-05;2019-07-05 00:00:00;12
yearly;2019-06-05;2020-06-05 00:00:00;119
yearly;2019-06-05;2020-06-05 00:00:00;119
yearly;2019-06-05;2020-06-05 00:00:00;119
monthly;2019-06-05;2019-07-05 00:00:00;12
monthly;2019-06-05;2019-07-05 00:00:00;12
monthly;2019-06-06;2019-07-06 00:00:00;12
monthly;2019-06-06;2019-07-06 00:00:00;12
monthly;2019-06-06;2019-07-06 00:00:00;12
monthly;2019-06-06;2019-07-06 00:00:00;12
yearly;2019-06-06;2020-06-06 00:00:00;119
yearly;2019-06-06;2020-06-06 00:00:00;119
monthly;2019-06-06;2019-07-06 00:00:00;12
monthly;2019-06-06;2019-07-06 00:00:00;12
yearly;2019-06-06;2020-06-06 00:00:00;119
yearly;2019-06-06;2020-06-06 00:00:00;119
yearly;2019-06-06;2020-06-06 00:00:00;119
yearly;2019-06-06;2020-06-06 00:00:00;119
yearly;2019-06-06;2020-06-06 00:00:00;119
monthly;2019-06-06;2019-07-06 00:00:00;12
yearly;2019-06-06;2020-06-06 00:00:00;119
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
